"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"Mercedes-Benz","GLE 450 GLE 450",0.96,0.0612645097554952,"Hybrid","3.0 Liter Turbo","Automatic","Selenite Grey Metallic","Black","None reported","",0.0210014420326258
"Chevrolet","Monte Carlo SS",0.64,0.16483082242529,"Gasoline","303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","At least 1 accident or damage reported","Yes",0.00338743863231488
"BMW","M5 Base",0.78,0.212151148431712,"Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","White","None reported","Yes",0.0101623158969446
"Hyundai","Kona N Base",0.98,0.00136823907137565,"Gasoline","2.0L I4 16V GDI DOHC Turbo","8-Speed Automatic with Auto-Shift","Ultra Black","Black","None reported","Yes",0.0110427111974833
"Chevrolet","Monte Carlo SS",0.62,0.184983946653495,"Gasoline","240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00355681056393062
"Land","Rover Range Rover Evoque Pure",0.82,0.207211657199308,"Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","9-Speed A/T","Beige","Black","At least 1 accident or damage reported","Yes",0.00704587235521495
"Audi","S7 4.0T Premium Plus",0.86,0.12941467028896,"Gasoline","450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",0.0128719280589333
"GMC","Acadia SLT-1",0.74,0.296122499382564,"Gasoline","288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","None reported","Yes",0.00186309124777318
"Alfa","Romeo Stelvio Ti Sport",0.92,0.0458508273647814,"Gasoline","2.0L I4 16V GDI SOHC Turbo","8-Speed Automatic","Lunare White Metallic","Ice","None reported","Yes",0.0113970372784234
"Ferrari","FF Base",0.84,0.0491158310693999,"Gasoline","651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Brown","None reported","Yes",0.050100217371937
"Kia","K900 5.0L",0.86,0.0898641639911089,"Gasoline","420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",0.00743542779793116
"Ford","E150 XLT",0.78,0.400098789824648,"E85 Flex Fuel","255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability","4-Speed A/T","Black","Gray","None reported","Yes",0.00355681056393062
"Tesla","Model 3 Performance",0.96,0.0320548283526797,"","455.0HP Electric Motor Electric Fuel System","A/T","Black","White","None reported","Yes",0.0152434738454169
"Toyota","4Runner SR5",0.96,0.0698369967893307,"Gasoline","4.0L V6 24V MPFI DOHC","5-Speed Automatic","Silver","Gray","None reported","",0.0118556964692388
"Subaru","Forester Base",0.92,0.0806223758952828,"Gasoline","182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Gray","None reported","Yes",0.00745236499109273
"Porsche","Panamera 2",0.76,0.133119288713263,"Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","–","At least 1 accident or damage reported","Yes",0.00812985271755571
"Toyota","Tacoma PreRunner",0.68,0.49877747591998,"Gasoline","236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",0.00220183511100467
"RAM","2500 Laramie",0.9,0.160286490491479,"Diesel","370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","Black","Black","None reported","Yes",0.0213408633835837
"Kia","Sportage Nightfall",0.96,0.0236749814769079,"Gasoline","2.4L I4 16V GDI DOHC","6-Speed Automatic","Hyper Red","Black","None reported","Yes",0.00982018459508083
"Cadillac","DTS Base",0.72,0.1223018029143,"Gasoline","275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",0.00287898409360441
"Toyota","Land Cruiser Base",0.46,0.525808841689306,"Gasoline","212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Beige","None reported","Yes",0.00829922464917145
"Nissan","GT-R Premium",0.92,0.0392936527537664,"Gasoline","565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",0.0379393126819266
"Lexus","NX 350 F SPORT Handling",0.98,0.0017782168436651,"Gasoline","2.4 Liter","8-SPEED AT","Black","Black","None reported","",0.0169365156738479
"Audi","Q7 45 Premium Plus",0.94,0.167695727340084,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",0.0116863245376231
"Lexus","LX 470 Base",0.5,0.202272165966905,"Gasoline","230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",0.00779110885432422
"GMC","Terrain SLE",0.96,0.0673055075327241,"Gasoline","1.5L I4 16V GDI DOHC Turbo","9-Speed Automatic","Summit White","Jet Black","None reported","",0.00873451051342391
"Ford","Escape Limited",0.76,0.318350209928377,"Gasoline","171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","White","Gray","At least 1 accident or damage reported","Yes",0.00169371931615744
"Lexus","LS 460 L",0.8,0.263351444801185,"Gasoline","360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",0.00948482817048166
"Ford","Expedition Platinum",0.9,0.0853840454433193,"Gasoline","400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","White","None reported","Yes",0.0147353580505697
"Chevrolet","Malibu LTZ",0.72,0.137811805384045,"Gasoline","252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Beige","Beige","None reported","Yes",0.00235426984945884
"Audi","RS 7 4.0T quattro",0.98,0.00755248209434428,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","1-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","",0.0429865962440758
"Audi","A5 2.0T Premium Plus",0.82,0.202272165966905,"Gasoline","220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",0.00508115794847232
"Genesis","G70 2.0T",0.98,0.0115707582119042,"Gasoline","2.0L I4 16V GDI DOHC Turbo","Automatic","Vik Black","Obsidian Black","None reported","Yes",0.0138376868130063
"Chevrolet","Trailblazer LS",0.94,0.0503754013336626,"Gasoline","1.3L I3 12V GDI DOHC Turbo","9-Speed Automatic","Pacific Blue Metallic","Black","None reported","",0.00711328238399801
"Scion","tC Base",0.78,0.438379846875772,"Gasoline","180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.00172759370248059
"Lincoln","MKZ Hybrid Base",0.8,0.193795999012102,"Hybrid","188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Blue","Beige","None reported","Yes",0.00457304215362508
"Ford","Transit-350 XL",0.88,0.234378858977525,"E85 Flex Fuel","275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Gray","None reported","Yes",0.013888498392491
"Porsche","911 GT2 RS",0.88,0.0109385033341566,"Gasoline","3.8L H6 24V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","Black","Black","None reported","Yes",0.140748075172683
"Ford","Explorer Timberline",0.94,0.0620894047913065,"Gasoline","2.3L I4 16V GDI DOHC Turbo","10-Speed Automatic","Gray","Ebony","At least 1 accident or damage reported","",0.0128556683534982
"Volvo","XC90 3.2",0.74,0.217831563348975,"Gasoline","235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","At least 1 accident or damage reported","Yes",0.00321806670069913
"Chevrolet","Avalanche LTZ",0.78,0.24178809582613,"E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.0086376297685397
"Audi","TT RS 2.5T",0.88,0.0508150160533465,"Gasoline","400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",0.0250670458791301
"Lincoln","Navigator L",0.68,0.234378858977525,"Gasoline","300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00301482038276024
"Hyundai","Elantra GLS",0.72,0.264015806371944,"Gasoline","138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","4-Speed A/T","Blue","Blue","At least 1 accident or damage reported","Yes",0.00143966141873382
"Audi","SQ5 3.0T Premium Plus",0.84,0.147937762410472,"Gasoline","354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",0.00768948569535477
"Mitsubishi","Lancer Evolution GSR",0.76,0.0812546307730304,"Gasoline","291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Black","Black","None reported","Yes",0.0111782087427759
"Tesla","Model Y Performance",0.98,0.000987898246480612,"","455.0HP Electric Motor Electric Fuel System","1-Speed A/T","Black","White","None reported","Yes",0.0196471440674263
"Mercedes-Benz","Maybach S S 600",0.84,0.267720424796246,"Gasoline","523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",0.0208327475887365
"Nissan","GT-R Premium",0.86,0.0931094097307977,"Gasoline","565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Orange","Orange","None reported","Yes",0.0499647198266444
"Mercedes-Benz","GLS 550 Base 4MATIC",0.88,0.18355643368733,"Gasoline","4.7 Liter Twin Turbo","Automatic","Obsidian Black Metallic","Gray","None reported","",0.0144975598585812
"Chevrolet","Blazer Premier",0.9,0.137122746357125,"Gasoline","3.6L V6 24V GDI DOHC","9-Speed Automatic","Silver Ice Metallic","Jet Black","None reported","",0.0110301776745437
"Mazda","CX-9 Grand Touring",0.94,0.115107433934305,"Gasoline","2.5L I4 16V GDI DOHC Turbo","6-Speed Automatic","Sonic Silver Metallic","Black","At least 1 accident or damage reported","Yes",0.0103455763269529
"Ford","Expedition Max Limited",0.96,0.0652012842677204,"Gasoline","440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",0.0216457328604921
"Nissan","Titan XD SV",0.92,0.0244529513460114,"Gasoline","5.6L V8 32V GDI DOHC","9-Speed Automatic","Black","Black","None reported","Yes",0.0153159650321485
"Lexus","LX 570 Three-Row",0.9,0.046801679427019,"Gasoline","383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","None reported","Yes",0.0253719153560384
"Chevrolet","Traverse Premier",0.92,0.128179797480859,"Gasoline","310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",0.0114495425772243
"Mercedes-Benz","Sprinter High Roof",0.8,0.160286490491479,"Diesel","188.0HP 3.0L V6 Cylinder Engine Diesel Fuel","7-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",0.0179530860074056
"BMW","X5 3.0i",0.6,0.345517411706594,"Gasoline","225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",0.00160225847308494
"Ford","Fusion SE",0.88,0.186465794023216,"Gasoline","181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",0.00438673302884777
"Lincoln","MKZ Base",0.82,0.28943442825389,"Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Beige","Beige","None reported","Yes",0.00338743863231488
"Ford","GT",0.62,0.00443813287231415,"Gasoline","5.4 Liter SC DOHC","Manual","White","–","None reported","",0.14498169597535
"Genesis","G90 5.0 Ultimate",0.86,0.0639664114596197,"Gasoline","420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",0.010704306078115
"Lexus","LC 500 Base",0.96,0.00486786860953322,"Gasoline","5.0L V8 32V PDI DOHC","Automatic","Nightfall Mica","Caramel","None reported","",0.0331799614035242
"Ford","Shelby GT500 Base",0.8,0.0383526796739936,"Gasoline","5.8L V8 32V MPFI DOHC Supercharged","6-Speed Manual","Black","Black","None reported","",0.0202907574075661
"Saturn","Sky Base",0.68,0.0368486045937268,"Gasoline","173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Silver","Red","None reported","Yes",0.00558927374331955
"Audi","RS Q8 4.0T quattro",0.96,0.0277154853050136,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","",0.0399379014749924
"Toyota","Land Cruiser",0.84,0.124131884415905,"Gasoline","5.7 Liter","Automatic","Silver","Black","None reported","",0.0216789297590888
"Mercedes-Benz","SL-Class SL 550",0.78,0.283773771301556,"Gasoline","429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",0.0115172913498706
"Porsche","911 Carrera C2S",0.62,0.0701407755001235,"Gasoline","355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",0.0208327475887365
"Mercedes-Benz","AMG GLA 45 Base 4MATIC",0.88,0.127438873795999,"Gasoline","375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",0.0101623158969446
"Ford","Taurus X Limited",0.68,0.367619165225982,"Gasoline","263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",0.000643613340139827
"BMW","440 Gran Coupe i",0.88,0.0968140281551,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",0.0100776299311368
"Honda","S2000 CR",0.68,0.203069893800939,"Gasoline","237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",0.00897671237563442
"Acura","Integra w/A-Spec Tech Package",0.98,0.00857989627068412,"Gasoline","1.5 Liter Turbo","Variable","Apex Blue","Orchid","None reported","",0.0111778699989126
"Ford","Excursion Limited",0.54,0.269836996789331,"Gasoline","310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel","A/T","Green","Beige","None reported","Yes",0.00364115778587526
"Mercedes-Benz","SL-Class SL500 Roadster",0.6,0.11336132378365,"Gasoline","302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",0.00570885032704026
"Mercedes-Benz","CLS-Class CLS 550",0.66,0.303808347740183,"Gasoline","382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.03489027916898
"INFINITI","G35 Sport",0.66,0.0913805877994567,"Gasoline","306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",0.00504728356214917
"Volkswagen","Golf GTI 2.0T S 4-Door",0.84,0.219560385280316,"Gasoline","210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",0.0042342982903936
"Dodge","Challenger R/T Scat Pack",0.96,0.00281551000246975,"Gasoline","6.4L V8 16V MPFI OHV","8-Speed Automatic","Go Mango!","Black","None reported","",0.0175808065017142
"Lincoln","Navigator L Reserve",0.9,0.165406273153865,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",0.0155818789647852
"Maserati","Ghibli S Q4",0.82,0.0706347246233638,"Gasoline","404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Red","","",0.00775723446800107
"Tesla","Model X Base",0.98,0.0200049394912324,"","670.0HP Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",0.0311640966734336
"Mercedes-Benz","AMG G 63 Base",0.88,0.101012595702643,"Gasoline","563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",0.036211718979446
"Ford","Expedition Limited",0.88,0.24424549271425,"Gasoline","3.5 Liter GTDI","Automatic","Ingot Silver Metallic","Ebony","None reported","",0.0111778699989126
"Volkswagen","Routan SE",0.76,0.305544578908372,"Gasoline","283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Gray","None reported","Yes",0.00101623158969446
"Bugatti","Veyron 16.4 Grand Sport",0.74,0.0153865151889355,"Gasoline","8.0L W16 64V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","White","White","None reported","Yes",0.660210095718853
"Toyota","Highlander XLE",0.92,0.151249691281798,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Midnight Black Metallic","Black","At least 1 accident or damage reported","",0.0108682581079191
"Honda","Civic LX",0.84,0.23801679427019,"Gasoline","2.0L I4 16V MPFI DOHC","Automatic CVT","Black","Black","None reported","",0.004606577796085
"Jeep","Wrangler Unlimited Sahara",0.86,0.163020498888614,"Gasoline","3.6L V6 24V MPFI DOHC","5-Speed Automatic","Black Clearcoat","Black","None reported","",0.00993569625244277
"Land","Rover Range Rover Supercharged",0.68,0.282012842677204,"Gasoline","400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",0.00267607651952875
"Acura","ILX 2.0L w/Premium Package",0.82,0.184983946653495,"Gasoline","150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed A/T","Gold","Beige","None reported","Yes",0.0042342982903936
"BMW","M6 Base",0.84,0.11286737466041,"Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Gold","Black","","",0.0117882864404558
"Polestar","2 Launch Edition",0.94,0.0298147690787849,"","Electric","1-Speed Automatic","Thunder Gray","Charcoal","None reported","",0.0115169526060074
"BMW","X6 sDrive35i",0.84,0.174072610521116,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","White","At least 1 accident or damage reported","Yes",0.0111785474866391
"Porsche","Cayman S",0.8,0.0814719683872561,"Gasoline","325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",0.0161750194693035
"Lincoln","Corsair Grand Touring",0.94,0.00432205482835268,"Plug-In Hybrid","266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas","CVT Transmission","Silver","Beige","None reported","Yes",0.0159209615718799
"Cadillac","DTS Luxury II",0.68,0.232291923931835,"Gasoline","275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Beige","None reported","Yes",0.00287932283746765
"Cadillac","ATS 3.6L Luxury",0.84,0.0614966658434181,"Gasoline","335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","Beige","None reported","Yes",0.00541956306784057
"GMC","Sierra 1500 SLT",0.84,0.245492714250432,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",0.00880564672470252
"INFINITI","G37 x",0.7,0.391365769325759,"Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",0.00228652107681254
"Ford","Transit-350 XLT",0.98,0.0491479377624105,"Gasoline","310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",0.0259135667933456
"Cadillac","XTS Luxury",0.88,0.11511731291677,"Gasoline","304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.00638532182191354
